event_id,male_id,female_id,male_age,female_age,age_gap,same_race,same_field,shared_interests,attr_of_female,sinc_of_female,intel_of_female,fun_of_female,amb_of_female,attr_of_male,sinc_of_male,intel_of_male,fun_of_male,amb_of_male,male_pref_attr,male_pref_intel,female_pref_attr,female_pref_intel,male_self_attr,female_self_attr,male_goes_out,female_goes_out,male_decision,female_decision,match
9,P00207,P00217,22,26,4,0,0,7.4,4.4,3.6,7.8,6.8,3.4,6.5,6.3,6.8,6.9,5.6,9.9,32.7,42.6,21.7,2.6,8.1,sometimes,sometimes,1,0,0
9,P00207,P00218,22,26,4,0,0,5.9,3.1,6.3,2.2,1.0,4.4,6.2,5.4,7.0,6.9,4.4,9.9,32.7,24.8,17.3,2.6,3.1,sometimes,sometimes,0,0,0
9,P00207,P00219,22,33,11,0,0,5.0,4.8,2.2,9.5,4.3,8.3,3.4,5.6,8.5,7.0,2.1,9.9,32.7,9.6,19.5,2.6,4.8,sometimes,sometimes,0,0,0
9,P00207,P00220,22,34,12,0,1,1.1,5.2,4.7,7.0,6.2,7.9,4.5,5.5,10.0,9.0,3.1,9.9,32.7,18.9,18.0,2.6,6.0,sometimes,often,0,0,0
9,P00207,P00221,22,28,6,0,0,7.7,6.6,7.1,7.0,9.1,8.7,6.0,3.8,9.9,6.7,4.8,9.9,32.7,21.0,22.5,2.6,6.8,sometimes,very_often,1,1,1
9,P00207,P00222,22,22,0,0,0,4.9,4.0,4.8,2.2,8.3,6.3,5.8,5.8,9.5,7.7,4.4,9.9,32.7,22.2,18.5,2.6,5.7,sometimes,rarely,0,1,0
9,P00207,P00223,22,25,3,0,1,5.6,6.1,5.8,6.9,5.8,6.3,3.2,5.2,7.2,9.8,3.6,9.9,32.7,35.6,20.1,2.6,8.0,sometimes,often,1,0,0
9,P00208,P00211,28,26,2,0,0,4.3,6.2,4.2,5.5,3.1,5.5,6.2,6.6,2.6,6.4,5.7,9.7,16.6,27.6,22.2,4.9,3.9,sometimes,sometimes,0,0,0
9,P00208,P00212,28,18,10,1,0,6.7,7.9,6.7,6.2,7.4,3.6,5.4,7.7,6.3,4.2,3.9,9.7,16.6,34.0,15.7,4.9,6.8,sometimes,sometimes,1,0,0
9,P00208,P00213,28,24,4,1,0,5.5,4.3,9.5,3.5,2.6,7.5,7.1,6.3,4.8,6.9,6.5,9.7,16.6,40.2,12.2,4.9,6.2,sometimes,sometimes,0,0,0
9,P00208,P00214,28,21,7,0,0,6.2,2.4,6.4,3.1,7.3,7.1,6.2,4.3,4.8,4.4,7.4,9.7,16.6,21.5,15.2,4.9,1.2,sometimes,often,1,0,0
9,P00208,P00215,28,31,3,0,0,9.6,6.1,8.5,6.1,4.5,9.7,4.0,6.5,4.0,7.1,5.8,9.7,16.6,26.8,15.5,4.9,4.2,sometimes,sometimes,1,0,0
9,P00208,P00216,28,26,2,0,0,3.9,3.6,4.4,5.4,6.4,4.4,4.6,5.1,4.9,4.9,6.9,9.7,16.6,31.7,19.8,4.9,5.0,sometimes,sometimes,0,0,0
9,P00208,P00217,28,26,2,0,0,9.7,4.2,4.9,6.7,8.8,6.7,5.6,6.5,4.9,5.4,6.1,9.7,16.6,42.6,21.7,4.9,8.1,sometimes,sometimes,1,1,1
9,P00208,P00218,28,26,2,1,0,6.2,4.1,4.2,3.5,1.0,3.7,5.9,6.4,5.8,7.1,5.1,9.7,16.6,24.8,17.3,4.9,3.1,sometimes,sometimes,0,0,0
9,P00208,P00219,28,33,5,1,0,5.3,5.9,1.5,9.1,1.7,7.3,6.0,7.0,3.9,6.2,6.4,9.7,16.6,9.6,19.5,4.9,4.8,sometimes,sometimes,0,1,0
9,P00208,P00220,28,34,6,0,0,5.4,3.2,5.3,7.7,5.4,7.0,6.0,6.4,5.3,6.4,6.4,9.7,16.6,18.9,18.0,4.9,6.0,sometimes,often,1,0,0
9,P00208,P00221,28,28,0,0,0,7.5,6.8,8.2,5.6,9.9,5.2,7.7,6.5,4.7,6.4,4.7,9.7,16.6,21.0,22.5,4.9,6.8,sometimes,very_often,0,1,0
9,P00208,P00222,28,22,6,0,0,3.3,6.4,4.3,3.0,8.7,8.2,4.8,6.1,5.3,7.0,7.7,9.7,16.6,22.2,18.5,4.9,5.7,sometimes,rarely,0,0,0
9,P00208,P00223,28,25,3,0,0,5.5,8.7,5.0,5.7,4.3,5.6,6.9,6.0,3.8,3.0,7.4,9.7,16.6,35.6,20.1,4.9,8.0,sometimes,often,0,1,0
9,P00209,P00211,21,26,5,0,0,4.6,6.2,5.7,4.7,4.0,6.6,8.5,6.0,5.5,5.3,8.2,26.5,13.4,27.6,22.2,10.0,3.9,very_often,sometimes,0,1,0
9,P00209,P00212,21,18,3,0,0,5.2,9.9,5.7,3.7,5.9,4.7,8.9,5.8,4.7,4.7,8.4,26.5,13.4,34.0,15.7,10.0,6.8,very_often,sometimes,1,1,1
9,P00209,P00213,21,24,3,0,0,5.8,5.8,6.3,4.0,2.6,7.5,6.4,4.1,7.4,5.6,8.7,26.5,13.4,40.2,12.2,10.0,6.2,very_often,sometimes,0,1,0
9,P00209,P00214,21,21,0,0,0,0.4,3.1,6.3,2.4,7.7,6.2,8.2,5.0,7.4,5.0,7.4,26.5,13.4,21.5,15.2,10.0,1.2,very_often,often,0,0,0
9,P00209,P00215,21,31,10,0,0,2.1,5.8,6.6,6.5,3.5,9.8,8.9,3.4,8.0,5.5,6.2,26.5,13.4,26.8,15.5,10.0,4.2,very_often,sometimes,0,0,0
9,P00209,P00216,21,26,5,1,0,4.8,3.4,5.2,7.5,6.2,5.3,9.2,6.0,4.9,4.6,6.6,26.5,13.4,31.7,19.8,10.0,5.0,very_often,sometimes,0,1,0
9,P00209,P00217,21,26,5,0,0,7.3,5.8,7.9,6.7,7.0,5.6,7.9,4.5,6.1,4.2,8.5,26.5,13.4,42.6,21.7,10.0,8.1,very_often,sometimes,0,1,0
9,P00209,P00218,21,26,5,0,0,5.3,3.8,8.6,2.6,1.0,4.5,10.0,8.3,6.5,4.5,8.3,26.5,13.4,24.8,17.3,10.0,3.1,very_often,sometimes,0,1,0
9,P00209,P00219,21,33,12,0,0,5.9,4.7,1.4,7.7,3.8,8.0,8.1,6.0,6.4,6.6,7.0,26.5,13.4,9.6,19.5,10.0,4.8,very_often,sometimes,1,0,0
9,P00209,P00220,21,34,13,1,0,6.8,4.5,4.8,6.1,7.4,7.5,8.8,7.1,5.7,3.0,6.0,26.5,13.4,18.9,18.0,10.0,6.0,very_often,often,1,0,0
9,P00209,P00221,21,28,7,0,0,3.2,7.8,8.6,6.7,8.4,5.7,9.7,4.7,5.1,4.5,7.7,26.5,13.4,21.0,22.5,10.0,6.8,very_often,very_often,0,1,0
9,P00209,P00222,21,22,1,0,0,4.1,4.6,2.9,4.9,7.8,6.4,9.0,5.1,7.6,5.6,7.6,26.5,13.4,22.2,18.5,10.0,5.7,very_often,rarely,0,1,0
9,P00209,P00223,21,25,4,1,0,5.9,6.2,4.2,8.8,5.0,5.9,10.0,4.5,5.7,2.3,8.0,26.5,13.4,35.6,20.1,10.0,8.0,very_often,often,0,1,0
9,P00210,P00211,28,26,2,0,1,5.8,2.4,3.4,4.8,5.3,7.1,5.0,6.0,5.4,4.4,3.6,27.0,12.1,27.6,22.2,1.0,3.9,sometimes,sometimes,1,0,0
9,P00210,P00212,28,18,10,0,0,4.1,9.1,6.9,4.0,5.7,4.8,6.3,5.9,5.2,5.0,5.4,27.0,12.1,34.0,15.7,1.0,6.8,sometimes,sometimes,1,0,0
9,P00210,P00213,28,24,4,0,1,2.2,5.4,5.3,4.4,4.7,7.1,4.8,7.4,6.1,4.7,2.7,27.0,12.1,40.2,12.2,1.0,6.2,sometimes,sometimes,0,0,0
9,P00210,P00214,28,21,7,1,0,6.4,2.6,5.5,2.4,5.7,6.3,4.9,2.9,6.1,3.4,5.2,27.0,12.1,21.5,15.2,1.0,1.2,sometimes,often,0,0,0
9,P00210,P00215,28,31,3,0,0,5.3,5.6,7.4,6.0,3.4,10.0,2.9,4.3,6.6,5.7,4.8,27.0,12.1,26.8,15.5,1.0,4.2,sometimes,sometimes,0,0,0
9,P00210,P00216,28,26,2,0,0,7.9,4.3,4.4,7.1,6.6,6.2,3.1,6.3,7.8,3.9,4.0,27.0,12.1,31.7,19.8,1.0,5.0,sometimes,sometimes,1,0,0
9,P00210,P00217,28,26,2,0,1,6.4,5.3,6.5,7.9,9.6,6.0,4.2,6.4,6.2,5.0,3.1,27.0,12.1,42.6,21.7,1.0,8.1,sometimes,sometimes,0,1,0
9,P00210,P00218,28,26,2,0,0,6.3,2.2,3.1,1.4,1.4,7.0,4.0,5.9,5.3,3.8,3.6,27.0,12.1,24.8,17.3,1.0,3.1,sometimes,sometimes,0,0,0
9,P00210,P00219,28,33,5,0,0,1.2,3.2,2.0,7.4,5.8,7.7,4.7,5.7,5.3,1.7,2.5,27.0,12.1,9.6,19.5,1.0,4.8,sometimes,sometimes,0,0,0
9,P00210,P00220,28,34,6,0,0,5.5,5.5,4.2,5.8,5.1,9.0,3.3,6.3,4.5,4.7,2.4,27.0,12.1,18.9,18.0,1.0,6.0,sometimes,often,0,0,0
9,P00210,P00221,28,28,0,0,0,7.5,7.9,7.0,6.9,9.6,4.7,5.1,5.1,6.9,4.5,3.6,27.0,12.1,21.0,22.5,1.0,6.8,sometimes,very_often,0,0,0
9,P00210,P00222,28,22,6,0,1,4.8,4.2,4.9,3.4,5.4,5.7,4.0,8.5,7.1,4.7,4.9,27.0,12.1,22.2,18.5,1.0,5.7,sometimes,rarely,1,0,0
9,P00210,P00223,28,25,3,0,0,5.0,5.6,4.2,5.5,2.2,4.1,4.9,7.0,7.1,3.8,5.1,27.0,12.1,35.6,20.1,1.0,8.0,sometimes,often,0,0,0
10,P00224,P00238,33,18,15,0,0,7.2,3.8,6.6,4.9,6.8,7.1,5.7,1.0,9.5,4.0,9.1,31.4,14.7,28.7,11.3,2.9,7.0,often,often,0,1,0
10,P00224,P00239,33,21,12,0,0,7.2,10.0,5.7,7.7,5.1,10.0,4.2,3.4,7.5,2.8,9.0,31.4,14.7,17.6,26.4,2.9,10.0,often,often,1,1,1
10,P00224,P00240,33,28,5,0,0,4.3,5.4,4.4,7.2,5.3,7.2,4.9,1.7,6.6,3.3,6.3,31.4,14.7,31.3,13.6,2.9,4.2,often,sometimes,1,1,1
10,P00224,P00241,33,31,2,0,0,6.7,5.4,5.2,5.4,6.4,3.9,4.5,1.6,8.2,3.1,9.8,31.4,14.7,28.5,16.5,2.9,5.5,often,often,0,1,0
10,P00224,P00242,33,29,4,0,1,7.4,5.5,5.9,5.9,5.9,6.4,4.0,1.0,7.7,3.3,7.9,31.4,14.7,30.7,19.5,2.9,6.2,often,often,1,1,1
10,P00224,P00243,33,27,6,0,0,6.4,4.8,2.8,1.0,6.0,6.5,5.6,2.3,7.9,3.4,7.2,31.4,14.7,21.6,13.9,2.9,3.4,often,often,0,0,0
10,P00224,P00244,33,23,10,0,0,3.7,2.1,8.4,6.1,8.6,9.4,6.3,1.3,7.7,5.0,9.0,31.4,14.7,33.9,10.2,2.9,3.0,often,sometimes,0,0,0
10,P00224,P00245,33,29,4,0,0,7.2,4.9,5.9,6.7,9.8,10.0,8.3,1.0,6.4,1.9,7.7,31.4,14.7,30.1,20.8,2.9,6.0,often,rarely,1,1,1
10,P00224,P00246,33,30,3,0,1,4.2,7.0,6.1,3.0,9.2,5.4,4.0,2.3,5.9,2.9,7.0,31.4,14.7,25.8,18.6,2.9,6.8,often,sometimes,0,0,0
10,P00224,P00247,33,33,0,0,0,6.1,7.6,5.7,5.5,9.1,6.3,5.9,1.0,7.9,5.8,8.5,31.4,14.7,21.6,15.6,2.9,6.7,often,often,0,0,0
10,P00224,P00248,33,36,3,0,0,5.3,2.7,6.6,2.7,7.7,5.9,4.5,1.0,6.0,3.3,7.0,31.4,14.7,27.1,24.8,2.9,5.4,often,often,0,1,0
10,P00224,P00249,33,25,8,0,1,5.6,3.8,3.6,3.5,5.7,6.8,6.7,3.2,6.1,2.2,9.6,31.4,14.7,27.5,32.3,2.9,3.6,often,often,1,0,0
10,P00224,P00250,33,32,1,0,0,5.7,5.3,10.0,4.3,7.8,8.3,4.1,2.2,7.6,2.8,8.8,31.4,14.7,40.6,11.5,2.9,6.6,often,rarely,0,1,0
10,P00224,P00251,33,22,11,0,1,4.8,3.3,3.7,3.7,6.5,7.9,4.9,1.9,8.5,4.1,7.8,31.4,14.7,15.0,17.5,2.9,5.4,often,often,0,0,0
10,P00225,P00238,22,18,4,0,1,7.0,5.6,8.8,4.1,6.1,9.0,6.8,6.1,8.3,6.9,5.9,23.4,17.3,28.7,11.3,5.4,7.0,sometimes,often,0,0,0
10,P00225,P00239,22,21,1,0,1,5.5,9.8,8.1,7.5,5.0,8.3,7.5,6.9,6.8,7.7,5.7,23.4,17.3,17.6,26.4,5.4,10.0,sometimes,often,1,0,0
10,P00225,P00240,22,28,6,0,1,6.5,3.7,6.0,5.3,5.4,8.1,8.6,6.9,7.3,7.1,7.5,23.4,17.3,31.3,13.6,5.4,4.2,sometimes,sometimes,0,1,0
10,P00225,P00241,22,31,9,0,0,2.7,7.3,5.1,8.3,6.2,4.8,5.4,7.8,7.3,6.1,6.9,23.4,17.3,28.5,16.5,5.4,5.5,sometimes,often,1,1,1
10,P00225,P00242,22,29,7,0,0,8.7,9.7,4.6,5.2,6.8,4.6,6.8,7.0,8.4,6.1,7.5,23.4,17.3,30.7,19.5,5.4,6.2,sometimes,often,0,1,0
10,P00225,P00243,22,27,5,0,1,5.2,6.0,1.9,2.9,4.6,6.0,5.4,5.8,8.7,6.1,8.0,23.4,17.3,21.6,13.9,5.4,3.4,sometimes,often,0,1,0
10,P00225,P00244,22,23,1,0,1,3.2,6.1,6.4,6.5,6.3,8.5,6.6,5.7,8.6,6.7,9.0,23.4,17.3,33.9,10.2,5.4,3.0,sometimes,sometimes,0,1,0
10,P00225,P00245,22,29,7,0,0,5.2,3.7,5.4,6.1,8.3,5.5,6.8,5.1,9.5,7.4,7.3,23.4,17.3,30.1,20.8,5.4,6.0,sometimes,rarely,0,1,0
10,P00225,P00246,22,30,8,0,0,9.0,8.7,7.4,3.4,5.6,5.0,8.9,7.2,8.0,6.4,6.6,23.4,17.3,25.8,18.6,5.4,6.8,sometimes,sometimes,1,1,1
10,P00225,P00247,22,33,11,0,0,7.0,5.9,4.4,6.7,8.1,8.1,8.4,6.9,9.6,5.6,5.6,23.4,17.3,21.6,15.6,5.4,6.7,sometimes,often,0,1,0
10,P00225,P00248,22,36,14,0,1,2.1,1.8,4.0,1.8,10.0,6.7,7.8,6.9,8.5,6.1,8.7,23.4,17.3,27.1,24.8,5.4,5.4,sometimes,often,0,0,0
10,P00225,P00249,22,25,3,0,0,3.5,4.9,4.9,4.9,4.3,5.8,7.5,8.2,6.9,6.4,8.9,23.4,17.3,27.5,32.3,5.4,3.6,sometimes,often,0,1,0
10,P00225,P00250,22,32,10,0,0,4.0,7.7,9.9,7.3,7.2,6.9,5.7,5.3,10.0,7.8,8.5,23.4,17.3,40.6,11.5,5.4,6.6,sometimes,rarely,0,0,0
10,P00225,P00251,22,22,0,0,0,6.2,6.0,5.8,4.1,6.1,8.4,6.2,4.8,8.6,5.7,8.2,23.4,17.3,15.0,17.5,5.4,5.4,sometimes,often,1,0,0
10,P00226,P00238,24,18,6,0,0,3.7,3.1,8.8,4.6,6.1,9.6,4.1,4.6,5.0,2.7,3.5,22.2,24.5,28.7,11.3,4.6,7.0,sometimes,often,0,0,0
10,P00226,P00239,24,21,3,0,0,4.4,10.0,5.8,7.5,3.8,9.8,4.6,3.0,5.5,3.5,1.3,22.2,24.5,17.6,26.4,4.6,10.0,sometimes,often,1,0,0
10,P00226,P00240,24,28,4,0,0,1.5,3.3,4.2,8.4,6.3,9.4,5.3,1.5,6.2,2.1,2.0,22.2,24.5,31.3,13.6,4.6,4.2,sometimes,sometimes,0,0,0
10,P00226,P00241,24,31,7,0,0,4.8,7.7,6.0,6.4,3.9,3.9,5.7,1.8,6.2,3.4,2.7,22.2,24.5,28.5,16.5,4.6,5.5,sometimes,often,0,0,0
10,P00226,P00242,24,29,5,0,0,6.4,5.8,4.1,4.7,5.2,4.6,7.0,2.4,4.4,2.9,2.8,22.2,24.5,30.7,19.5,4.6,6.2,sometimes,often,1,0,0
10,P00226,P00243,24,27,3,0,0,5.0,3.6,4.5,2.3,5.9,7.2,6.7,2.8,5.7,2.8,2.6,22.2,24.5,21.6,13.9,4.6,3.4,sometimes,often,0,0,0
10,P00226,P00244,24,23,1,0,0,2.3,5.5,9.0,7.8,7.4,8.1,6.6,5.3,3.8,2.3,2.4,22.2,24.5,33.9,10.2,4.6,3.0,sometimes,sometimes,0,1,0
10,P00226,P00245,24,29,5,0,0,5.5,4.4,3.3,5.0,10.0,6.5,4.5,3.3,8.0,1.0,2.1,22.2,24.5,30.1,20.8,4.6,6.0,sometimes,rarely,1,0,0
10,P00226,P00246,24,30,6,0,0,9.3,7.6,6.7,4.2,8.3,5.4,7.1,2.6,6.2,2.9,3.4,22.2,24.5,25.8,18.6,4.6,6.8,sometimes,sometimes,1,0,0
10,P00226,P00247,24,33,9,0,0,8.7,5.2,4.0,4.0,7.6,7.2,5.6,1.6,6.5,3.4,1.0,22.2,24.5,21.6,15.6,4.6,6.7,sometimes,often,0,1,0
10,P00226,P00248,24,36,12,0,0,3.7,3.5,1.0,1.9,8.2,6.1,5.6,1.2,4.1,4.7,2.6,22.2,24.5,27.1,24.8,4.6,5.4,sometimes,often,1,0,0
10,P00226,P00249,24,25,1,0,0,8.4,4.3,6.0,4.5,6.4,5.6,7.0,2.4,3.7,4.7,3.3,22.2,24.5,27.5,32.3,4.6,3.6,sometimes,often,0,0,0
10,P00226,P00250,24,32,8,0,1,10.0,5.0,7.4,6.1,6.3,8.2,4.6,1.9,6.1,5.0,4.5,22.2,24.5,40.6,11.5,4.6,6.6,sometimes,rarely,1,0,0
10,P00226,P00251,24,22,2,0,0,7.1,3.6,6.8,2.5,7.9,5.9,5.8,1.1,5.2,4.0,3.6,22.2,24.5,15.0,17.5,4.6,5.4,sometimes,often,0,0,0
10,P00227,P00238,29,18,11,0,0,7.3,3.8,6.4,6.3,4.4,9.0,7.7,5.6,8.3,8.5,2.7,28.0,16.4,28.7,11.3,7.9,7.0,sometimes,often,1,1,1
10,P00227,P00239,29,21,8,0,0,4.1,9.8,5.9,7.6,1.9,10.0,5.1,7.1,10.0,8.4,3.6,28.0,16.4,17.6,26.4,7.9,10.0,sometimes,often,0,0,0
10,P00227,P00240,29,28,1,0,0,2.9,5.0,3.9,6.6,6.0,7.9,9.1,7.7,5.9,7.7,3.5,28.0,16.4,31.3,13.6,7.9,4.2,sometimes,sometimes,0,1,0
10,P00227,P00241,29,31,2,1,0,5.1,7.4,4.7,6.4,8.1,3.2,8.4,4.2,8.7,7.8,2.1,28.0,16.4,28.5,16.5,7.9,5.5,sometimes,often,1,1,1
10,P00227,P00242,29,29,0,0,0,4.4,6.5,4.4,5.4,6.0,4.4,8.8,6.4,7.4,5.5,2.2,28.0,16.4,30.7,19.5,7.9,6.2,sometimes,often,0,0,0
10,P00227,P00243,29,27,2,0,0,5.2,5.6,4.3,3.0,6.8,7.7,8.1,7.3,6.2,7.7,4.3,28.0,16.4,21.6,13.9,7.9,3.4,sometimes,often,0,1,0
10,P00227,P00244,29,23,6,0,0,6.4,5.8,7.2,8.0,6.2,8.2,7.8,4.5,7.8,6.4,2.7,28.0,16.4,33.9,10.2,7.9,3.0,sometimes,sometimes,1,1,1
10,P00227,P00245,29,29,0,1,0,5.0,4.1,4.3,6.9,8.3,8.7,7.0,5.5,7.9,5.3,3.1,28.0,16.4,30.1,20.8,7.9,6.0,sometimes,rarely,1,0,0
10,P00227,P00246,29,30,1,0,0,6.8,8.9,5.9,3.7,7.8,6.0,8.1,6.0,9.5,6.6,2.1,28.0,16.4,25.8,18.6,7.9,6.8,sometimes,sometimes,1,1,1
10,P00227,P00247,29,33,4,1,0,4.5,5.0,3.4,4.6,8.4,8.2,7.5,7.8,8.5,6.0,5.9,28.0,16.4,21.6,15.6,7.9,6.7,sometimes,often,0,0,0
10,P00227,P00248,29,36,7,1,0,7.1,5.1,4.1,3.8,10.0,6.5,7.9,6.2,7.0,6.8,4.5,28.0,16.4,27.1,24.8,7.9,5.4,sometimes,often,0,1,0
10,P00227,P00249,29,25,4,0,0,5.9,5.5,5.4,4.7,6.3,6.4,6.8,5.9,7.8,7.5,1.6,28.0,16.4,27.5,32.3,7.9,3.6,sometimes,often,1,0,0
10,P00227,P00250,29,32,3,0,0,2.8,4.3,8.0,6.2,6.8,8.1,5.9,6.1,7.2,6.3,2.5,28.0,16.4,40.6,11.5,7.9,6.6,sometimes,rarely,0,0,0
10,P00227,P00251,29,22,7,0,0,10.0,4.4,6.1,3.5,6.6,6.5,8.6,6.3,7.5,5.6,3.9,28.0,16.4,15.0,17.5,7.9,5.4,sometimes,often,1,0,0
10,P00228,P00238,27,18,9,0,0,5.3,3.7,8.0,3.8,6.0,7.8,5.6,8.1,6.5,5.0,6.7,17.8,31.6,28.7,11.3,3.8,7.0,sometimes,often,0,0,0
10,P00228,P00239,27,21,6,0,0,5.4,8.2,3.9,6.9,4.9,8.1,6.1,7.4,7.3,5.7,6.0,17.8,31.6,17.6,26.4,3.8,10.0,sometimes,often,1,0,0
10,P00228,P00240,27,28,1,0,0,6.2,3.9,5.1,5.7,5.7,8.5,3.9,7.1,7.9,4.8,6.7,17.8,31.6,31.3,13.6,3.8,4.2,sometimes,sometimes,0,0,0
10,P00228,P00241,27,31,4,1,0,4.7,6.5,5.2,7.3,6.7,3.2,4.0,6.4,8.8,3.4,6.3,17.8,31.6,28.5,16.5,3.8,5.5,sometimes,often,1,0,0
10,P00228,P00242,27,29,2,0,0,6.6,6.9,2.6,7.4,3.4,3.4,6.5,4.0,8.6,4.9,4.3,17.8,31.6,30.7,19.5,3.8,6.2,sometimes,often,0,0,0
10,P00228,P00243,27,27,0,0,0,8.4,4.5,3.2,2.1,5.3,7.5,7.0,7.0,7.2,5.1,5.1,17.8,31.6,21.6,13.9,3.8,3.4,sometimes,often,1,1,1
10,P00228,P00244,27,23,4,0,0,5.6,5.7,7.9,9.7,7.5,6.8,6.0,7.8,6.2,6.9,6.5,17.8,31.6,33.9,10.2,3.8,3.0,sometimes,sometimes,1,1,1
10,P00228,P00245,27,29,2,1,0,2.7,4.0,6.5,3.4,7.9,9.1,6.2,6.1,5.6,5.4,4.9,17.8,31.6,30.1,20.8,3.8,6.0,sometimes,rarely,0,1,0
10,P00228,P00246,27,30,3,0,0,10.0,7.5,5.8,2.9,8.3,4.9,3.9,7.1,6.5,4.5,6.7,17.8,31.6,25.8,18.6,3.8,6.8,sometimes,sometimes,0,0,0
10,P00228,P00247,27,33,6,1,0,3.0,7.3,6.2,5.2,6.1,8.9,5.7,5.5,9.1,6.0,5.4,17.8,31.6,21.6,15.6,3.8,6.7,sometimes,often,0,0,0
10,P00228,P00248,27,36,9,1,0,3.2,3.7,5.1,1.8,8.6,5.2,4.3,7.9,7.1,6.6,4.8,17.8,31.6,27.1,24.8,3.8,5.4,sometimes,often,1,0,0
10,P00228,P00249,27,25,2,0,0,7.2,2.9,5.5,4.2,5.8,3.9,3.6,4.7,8.0,6.3,7.5,17.8,31.6,27.5,32.3,3.8,3.6,sometimes,often,0,1,0
10,P00228,P00250,27,32,5,0,0,6.3,9.1,8.7,5.8,6.3,8.6,7.1,4.9,5.9,5.7,5.5,17.8,31.6,40.6,11.5,3.8,6.6,sometimes,rarely,1,1,1
10,P00228,P00251,27,22,5,0,0,3.6,6.8,4.4,5.0,6.4,6.6,7.5,7.3,5.8,5.1,5.8,17.8,31.6,15.0,17.5,3.8,5.4,sometimes,often,0,1,0
10,P00229,P00238,34,18,16,0,0,0.7,4.3,6.7,5.1,5.2,8.9,5.4,5.6,6.2,8.5,6.4,20.6,15.9,28.7,11.3,8.6,7.0,sometimes,often,0,0,0
10,P00229,P00239,34,21,13,0,0,4.4,8.2,7.5,6.8,5.8,8.6,3.8,7.2,3.8,8.2,6.9,20.6,15.9,17.6,26.4,8.6,10.0,sometimes,often,0,1,0
10,P00229,P00240,34,28,6,0,0,3.9,4.5,4.4,6.6,7.9,8.0,7.9,8.0,5.1,7.8,7.4,20.6,15.9,31.3,13.6,8.6,4.2,sometimes,sometimes,0,0,0
10,P00229,P00241,34,31,3,1,0,4.1,9.3,4.9,6.0,8.6,4.1,7.7,7.7,6.8,6.8,8.2,20.6,15.9,28.5,16.5,8.6,5.5,sometimes,often,1,1,1
10,P00229,P00242,34,29,5,0,0,5.7,7.7,6.9,4.6,6.5,5.0,7.0,5.1,3.7,6.6,5.5,20.6,15.9,30.7,19.5,8.6,6.2,sometimes,often,1,0,0
10,P00229,P00243,34,27,7,0,0,6.2,3.8,5.1,2.1,3.9,5.0,4.2,6.2,4.9,8.0,6.8,20.6,15.9,21.6,13.9,8.6,3.4,sometimes,often,0,0,0
10,P00229,P00244,34,23,11,0,0,4.1,6.9,8.6,7.1,5.4,8.3,5.5,6.9,4.9,5.5,7.2,20.6,15.9,33.9,10.2,8.6,3.0,sometimes,sometimes,0,1,0
10,P00229,P00245,34,29,5,1,0,6.7,3.6,6.0,4.3,10.0,7.3,9.4,5.9,5.1,6.1,5.8,20.6,15.9,30.1,20.8,8.6,6.0,sometimes,rarely,0,1,0
10,P00229,P00246,34,30,4,0,0,5.1,9.9,6.3,3.6,10.0,6.7,7.3,5.5,4.8,7.6,6.1,20.6,15.9,25.8,18.6,8.6,6.8,sometimes,sometimes,1,0,0
10,P00229,P00247,34,33,1,1,0,8.1,5.8,5.4,7.0,7.2,4.3,7.7,7.2,3.5,7.5,6.3,20.6,15.9,21.6,15.6,8.6,6.7,sometimes,often,1,0,0
10,P00229,P00248,34,36,2,1,0,2.9,5.7,3.6,4.4,10.0,4.6,8.6,5.5,4.3,7.6,9.4,20.6,15.9,27.1,24.8,8.6,5.4,sometimes,often,0,1,0
10,P00229,P00249,34,25,9,0,0,9.6,4.6,4.9,2.7,3.3,6.5,6.1,5.0,4.2,6.3,6.8,20.6,15.9,27.5,32.3,8.6,3.6,sometimes,often,0,1,0
10,P00229,P00250,34,32,2,0,1,4.8,5.3,8.8,4.6,7.1,7.3,5.4,4.2,6.1,5.5,7.5,20.6,15.9,40.6,11.5,8.6,6.6,sometimes,rarely,0,1,0
10,P00229,P00251,34,22,12,0,0,6.0,4.2,5.8,3.9,3.6,6.1,6.1,7.5,5.4,6.8,8.3,20.6,15.9,15.0,17.5,8.6,5.4,sometimes,often,0,1,0
10,P00230,P00238,23,18,5,0,0,2.7,6.2,7.1,4.8,5.2,10.0,4.7,8.9,8.3,7.9,5.0,27.9,13.2,28.7,11.3,3.0,7.0,sometimes,often,0,0,0
10,P00230,P00239,23,21,2,0,0,4.9,10.0,6.9,6.1,4.8,8.0,5.1,9.2,7.4,9.6,5.3,27.9,13.2,17.6,26.4,3.0,10.0,sometimes,often,1,0,0
10,P00230,P00240,23,28,5,0,0,7.6,3.2,4.8,5.7,5.1,7.0,5.4,7.5,5.8,5.7,6.3,27.9,13.2,31.3,13.6,3.0,4.2,sometimes,sometimes,0,1,0
10,P00230,P00241,23,31,8,0,0,6.2,6.1,4.7,6.4,6.0,1.4,7.1,7.3,6.2,6.2,4.6,27.9,13.2,28.5,16.5,3.0,5.5,sometimes,often,0,1,0
10,P00230,P00242,23,29,6,0,0,7.5,7.8,5.0,5.9,7.5,3.3,6.3,6.5,5.9,8.1,5.3,27.9,13.2,30.7,19.5,3.0,6.2,sometimes,often,1,1,1
